idx,contact_rate,start_time,npi_effectiveness.other_locations,compartment_periods_calculated.incubation.total_period,compartment_periods_calculated.total_infectious.total_period,tv_detection_b,tv_detection_c,prop_detected_among_symptomatic,icu_prop,compartment_periods.hospital_late,compartment_periods.icu_late,hospital_props_multiplier,microdistancing.parameters.c,microdistancing.parameters.sigma,infection_fatality_props(0),infection_fatality_props(1),infection_fatality_props(2),infection_fatality_props(3),infection_fatality_props(4),infection_fatality_props(5),infection_fatality_props(6),infection_fatality_props(7),infection_fatality_props(8),tv_detection_sigma,notifications_dispersion_param,infection_deathsXall_dispersion_param,loglikelihood,best_x0,best_x1,best_x2,best_x3,best_x4,best_x5,best_x6,best_x7,best_x8,best_x9,best_x10,best_x11,best_x12,best_x13,best_x14,best_x15,best_deaths,all_vars_to_1_deaths,best_yoll,all_vars_to_1_yoll,best_p_immune,all_vars_to_1_p_immune
run_1467,0.027280087715113328,0.5936723729953354,0.9217213684227233,4.025608064555188,5.386700644975273,0.07623660944179819,153.878779152787,0.743862828724657,0.18160474486402362,5.06117248158671,10.68719283351715,1.0603851570266996,96.97374340344616,0.6084540496717136,1.5716220102760985e-05,2.8467361995049418e-05,7.8080951119728e-05,0.0001926709141910637,0.0005055275289111082,0.002195691802621103,0.008047472208650135,0.0319673326638807,0.12600171999389276,0.04474520395265721,281.0928848069801,21.96188931729028,-6.433525178847329,,,,,,,,,,,,,,,,,,,,,,
run_1661,0.027820871621036573,2.896791168619132,0.9552011764605385,3.5022894223649086,5.582864603023991,0.07688039266098914,152.27736008650535,0.7406368917892125,0.21954073635057558,4.505133576475615,9.728990049786656,1.1280650601997244,98.57898970901331,0.6138816950024171,1.4775529364978596e-05,3.119536483109009e-05,8.199060553440927e-05,0.0001759678062041912,0.0004798456087364398,0.002148728287518035,0.008197539072005447,0.02796233472960657,0.14085981559376068,0.03689805898048862,264.48531635264123,20.836415799439237,-7.136978561404339,,,,,,,,,,,,,,,,,,,,,,
run_1823,0.028350044825124474,9.346770689973201,0.975881329268787,3.2152978137780917,5.658101543975198,0.07359223593969588,149.91114967774035,0.6996637708787036,0.20856178908461168,4.892220740470321,8.846122333489058,1.090522794467861,96.46430948257347,0.6439789981808128,1.4050355165831875e-05,3.1916076774101397e-05,7.861747334372222e-05,0.00018509773449865597,0.0004927604305859667,0.0021603593407993503,0.008112594600077317,0.027794009335107187,0.14805138271263907,0.042409489664615475,305.4223404193544,21.181486337637477,-7.9828680811761075,,,,,,,,,,,,,,,,,,,,,,
run_1978,0.028627787104222605,6.568882037030848,0.9294515677385259,3.6805236796764267,5.145956983863006,0.07669361154332911,149.68473358506958,0.6611606692459768,0.17125415672941535,4.708360345576824,8.946777568158232,1.2658205211953473,102.18313036985607,0.6245692570485196,1.614677874762054e-05,3.362515461903365e-05,7.462142127153602e-05,0.00021440121023873036,0.0004942412673507602,0.0021617124075139793,0.008033254231967317,0.028096613308766977,0.15305055115666186,0.044779413838025764,271.53405762892584,19.290552115572726,-8.391783569593475,,,,,,,,,,,,,,,,,,,,,,
run_2149,0.02987745944864649,8.957805963468076,0.9074353464281207,3.6090350634339377,5.086439765051129,0.08305033509326043,153.01981616536085,0.5529756489042688,0.16999058965862845,7.19514212503738,9.800765815955002,1.2246634758613877,93.63714866311666,0.6234719191502409,1.4665849585785577e-05,3.0408822070106152e-05,7.123586920794776e-05,0.00019874636452915694,0.0004992160396444285,0.0021841949899359735,0.0076489615280001255,0.030465983452303093,0.13047224224504972,0.0544960529574185,303.12097294614347,18.56819421763783,-7.972712831954628,,,,,,,,,,,,,,,,,,,,,,
run_2313,0.02744129285680101,3.2536411177407754,0.8375229426937658,3.181443782688928,5.711548228858744,0.08314497244857429,159.62654187884294,0.6020180895063045,0.19215393463614341,4.708822776637529,11.877181602640732,1.3629098024884043,101.4210076210234,0.6787692950614097,5.628468655822133e-06,2.6512845564812324e-05,7.502206040287007e-05,0.0001752785882583154,0.0005361414387231782,0.0019012199626806845,0.007877345329387877,0.028121437175140592,0.14829166461844112,0.057172060343697,289.58054202090676,16.055800649283857,-13.385092459047163,,,,,,,,,,,,,,,,,,,,,,
run_2326,0.028911483183413363,4.268367204962269,0.8332322000633783,3.281859975566093,5.143562097369784,0.07889344690840867,157.17194402249777,0.6703480762604839,0.1817873533177125,4.0483669330685945,11.978684096947836,1.3003821389328538,96.56662807652854,0.6877379200816574,5.829382192228623e-06,2.7249901761589943e-05,7.625220558309864e-05,0.0001768667358424064,0.0005394158539208471,0.0018863852462560038,0.007950752524310899,0.027411742962627283,0.14133252461264084,0.05573800858797186,298.11406431972733,16.359658186318924,-10.378481241923964,,,,,,,,,,,,,,,,,,,,,,
run_2621,0.02754358436895351,5.55511329757049,0.9093124602363896,3.3570289227222223,5.679915328851575,0.091528494402888,157.7563457548674,0.46523746301238156,0.19103760449221716,4.665950540334819,11.047757218893556,1.5505284387987979,102.13046604972688,0.6414682490347666,5.701437784377867e-06,3.052128965492747e-05,8.159652127869524e-05,0.00019522981188771005,0.00046742767645539736,0.0018185488686774686,0.007307930760843574,0.027587524634171686,0.14655713822731578,0.04962299690727126,335.7942125709794,18.089460783201325,-10.783280728489633,,,,,,,,,,,,,,,,,,,,,,
run_2746,0.02834665772605921,4.7506745998432365,0.9497475686284348,3.1065844598581234,5.426883614547111,0.097940779441433,156.6507279613975,0.5637183096117104,0.15162896784756255,4.265634937241238,9.968942896797673,1.3029526479887263,100.44708034813218,0.6890594477936282,1.2121717890817487e-05,3.1272154558753675e-05,7.168691026212584e-05,0.00020282892255651065,0.00046979604672005824,0.0018233987861129219,0.0063983547609521504,0.02450881954550761,0.1504140725413394,0.04870604944331333,349.5046590379301,20.47983006899631,-7.559027649890801,,,,,,,,,,,,,,,,,,,,,,
run_2967,0.02883999505917347,8.821062720727276,0.9788460883203576,3.1845840711904336,5.5888388038923384,0.0993280841325471,156.21920176316655,0.4727740912689849,0.1546348004721628,4.575064181695241,10.717944265418497,1.376870437408402,96.39103502798315,0.6270620081611434,1.2560368985081166e-05,2.993286780672023e-05,7.17977314762657e-05,0.00022639858657169063,0.00045351244143927965,0.0018552736717785503,0.00653234263096496,0.020486747508008017,0.1538520146416363,0.03980660634818221,309.5974766696369,20.307073752059285,-8.869486812946064,,,,,,,,,,,,,,,,,,,,,,
run_3126,0.025864676888927723,6.355937216904224,0.8217652319413665,3.6132675414744884,6.374648269589786,0.09530139527638672,159.10163910352858,0.3696731088206137,0.1229075065227638,4.885086853477249,10.301689784864198,0.994695956239719,107.58112683755269,0.6151753896296587,1.2268939032961649e-05,3.1773383495185744e-05,7.836236129344477e-05,0.00024175565393952722,0.0004811819202947776,0.0019426829240791954,0.006837126062088297,0.02322317469464649,0.12541360475528357,0.04043120028925863,330.25363236952717,22.270177395922,-10.277304697265869,,,,,,,,,,,,,,,,,,,,,,
run_3293,0.028909132725714777,6.858625346561306,0.6261177053753805,3.0167901371205446,5.320844337090817,0.09468032898031373,149.55436140782984,0.6331280507834206,0.1712914451187626,5.1801267242840785,7.578720758225781,0.9364680230669191,108.07033865034636,0.6082238573083505,1.0599898917341182e-05,3.15898600985798e-05,8.04078018570938e-05,0.00019633623205992187,0.0004619794584946415,0.001820525983229378,0.007888172044321507,0.02418580342178601,0.13885003134341903,0.055264741824258334,293.4688149137145,23.067714938262668,-7.705520384352681,,,,,,,,,,,,,,,,,,,,,,
run_3436,0.028337157621586267,4.2869261172799344,0.5917826525276382,3.1333510328713197,5.585785979849127,0.0886227169289288,154.89748713847774,0.707190680918395,0.1908553357896394,4.719610548322275,6.777159912195728,0.7702076936598167,101.90000168892854,0.6262327224148314,1.1884294001444426e-05,3.382289743898727e-05,7.554620495138197e-05,0.00021151825874686492,0.00048029705255701356,0.0016476620446344336,0.00755514850650505,0.02505131784489141,0.10169964543821065,0.06949425808687568,311.5660514125507,20.6336159327405,-5.593524997153285,,,,,,,,,,,,,,,,,,,,,,
run_3604,0.02748816480940175,6.032668150752175,0.6647193132765166,3.1451641431045023,5.9513491436448005,0.08439680347969256,158.42570619132704,0.6891134009919291,0.17105281346646076,4.044480242584757,6.625467981235644,0.8318577640837049,103.05787258222219,0.6295395439325178,1.4206791862497209e-05,3.3453326085995194e-05,7.511407975875116e-05,0.00022435810635955817,0.0004979966801161252,0.0017146658461137131,0.007670397424347213,0.024626660760730685,0.10005158225766744,0.08474355781914955,313.32646301051346,22.547310901710784,-6.08929342554876,,,,,,,,,,,,,,,,,,,,,,
run_1502,0.02744479760916869,1.9614345911174826,0.9990067436090346,3.4917859031611167,5.876125914005438,0.06812905030202722,159.65225900952427,0.4067321647994508,0.19004980516432157,7.000519308324787,6.695843614953056,0.8974548642645368,99.4405258452477,0.6305570333691314,2.0105154966099982e-05,2.57333649170898e-05,9.661189131582714e-05,0.0002234390396660882,0.00048203318253221854,0.002161494816287669,0.008018349490248534,0.02194166518327906,0.0775722048759068,0.07063270025849747,312.71790677495216,21.9885813716962,-7.979586366025506,,,,,,,,,,,,,,,,,,,,,,
run_1669,0.029671460183516518,10.330476477391716,0.9207589033463555,3.0261853975614708,5.275788502262953,0.07026351806064333,156.3228853163631,0.386177290956595,0.14476258469546585,6.822319453395336,5.174944061918588,0.8252512419006928,108.53601058289138,0.6613016191140174,1.888588686062948e-05,2.2110417346530683e-05,9.020686082374815e-05,0.0002307167503067215,0.0004686692224300103,0.0022318333883768865,0.008073280658209286,0.021223068981874156,0.09759651011833115,0.07374799294775924,283.99738060515637,20.773658031784997,-8.986931110772991,,,,,,,,,,,,,,,,,,,,,,
run_1819,0.025477961495043708,3.0135131960088866,0.8549742293981427,3.411995987765046,6.957487487461374,0.07111540760542982,159.90088276624246,0.30743047518985356,0.19113015093812658,9.487926064497312,7.080336511089217,1.1729304454373914,95.31834128676793,0.6250981738759978,2.0285883414826402e-05,2.10534406913059e-05,0.00010750952718872179,0.00022133817677548793,0.00046863062166736677,0.002209125349007322,0.008298471947087872,0.028113554285289832,0.09898968443705815,0.06854118748656284,284.1661449439413,19.741066414975574,-12.553880049007901,,,,,,,,,,,,,,,,,,,,,,
run_1992,0.026963077254532803,3.748864665621014,0.9100031172216541,3.0642997454525878,6.618662954264689,0.07598841534721756,158.5146705610226,0.5183007649376699,0.1807252976597208,10.659473039267244,9.235658984500182,0.9921468765575688,90.31531075243355,0.6300125688383226,1.8971580737682317e-05,2.6007828658994342e-05,0.0001192367022667379,0.0002116657181413881,0.0005085601907830751,0.002060970533800683,0.007134885534060605,0.02826542601286414,0.09054367579724874,0.05825517088277796,341.9614717461181,17.251208817073984,-9.88988160815541,,,,,,,,,,,,,,,,,,,,,,
run_2164,0.02826649314845582,2.874991906052199,0.9705829330815864,3.663521995565457,5.457724927589175,0.07244192127115272,158.06051485040254,0.6925366039596885,0.20163624393643387,9.140813315057379,11.988324004767428,0.6548656013974665,108.58422817142659,0.6010753501768002,1.9698268170101614e-05,2.6540572454307908e-05,0.00010825874872023692,0.00017466227570472128,0.0004960476615024826,0.0019650151576279477,0.008423310233932219,0.027418967490584218,0.06462843735309226,0.07166191493902228,278.1841129353756,21.730451526316727,-7.550411840263746,,,,,,,,,,,,,,,,,,,,,,
run_2240,0.029547578275037494,4.82259320708201,0.9735386759225364,3.2930469319546756,5.115490399908726,0.07383577751034684,156.46789697574636,0.6145711987281385,0.22264911303677593,9.672947168157123,10.68516271449774,0.9769621922578253,103.63399497374209,0.6632563300403951,1.831281689606835e-05,2.237677884476153e-05,0.00010127024443813958,0.00018393131224363129,0.0005068091587489148,0.0018733678067777246,0.008535082839457744,0.02384406996316374,0.06815046606497493,0.07727590783976997,334.2011752970469,21.603098496725895,-6.627241011010934,,,,,,,,,,,,,,,,,,,,,,
run_2430,0.027735687479786532,0.6078618664718102,0.8754065025115781,3.0094531827831887,5.854730182384895,0.06428805412551815,155.01004180076995,0.5334434472021782,0.2388381854982032,8.399542268117884,11.718985027230298,0.9306848989457402,99.35414498460564,0.6933860287290915,2.000027931591596e-05,2.5763801823319906e-05,9.534111723681541e-05,0.000192023362835727,0.00048211031857321274,0.0018107759051134982,0.008189075764393339,0.02765786916585454,0.06406479632338197,0.08237101992752205,311.8048304598125,22.722652959424178,-7.303170047802631,,,,,,,,,,,,,,,,,,,,,,
run_2629,0.029227696056158967,4.468087350458422,0.8844982191165818,3.1604155438155024,5.499619819014598,0.06462370376605829,152.7863830414818,0.5854636132950132,0.2872046052751024,6.279628797354467,10.823688688078398,0.7996500714828991,93.61891822093203,0.6184832367260962,2.0021392946487893e-05,2.209232613924449e-05,8.618539693574007e-05,0.00021341940231629176,0.00048475522142624503,0.0015803148715128773,0.00710128087537265,0.029469233072256983,0.07971000301092601,0.09335979303042669,312.6197253990725,22.49331798009194,-8.662637297298653,,,,,,,,,,,,,,,,,,,,,,
run_2806,0.027887484044268565,3.8107037353648527,0.7957812139377008,3.647398156913117,5.6610848071545465,0.05671679320926082,156.72906602054803,0.5252038854146189,0.2711333370960292,6.93030475578343,9.27446433223503,0.7107451344183612,95.39866966852259,0.6798341954617803,2.226043398416839e-05,2.2304744352982618e-05,7.56578833918037e-05,0.0002098022913325609,0.0005084927025750851,0.0017715350906723898,0.006593701362772208,0.030468786632633426,0.061504749527786014,0.0948819046670488,350.63293398569886,21.4539426205609,-9.446344839641592,,,,,,,,,,,,,,,,,,,,,,
run_2977,0.026451429818179065,2.4230327909443377,0.7321541878853991,4.147579427399021,5.5930308383950225,0.0555989715410211,156.3326235269086,0.4671057825291546,0.29609655942938057,5.557088206564396,6.856515347728753,0.7135506177423936,100.16160253287542,0.6626312028807633,1.909471189335077e-05,2.5440269395182137e-05,7.173313106039498e-05,0.000224318708370104,0.0005111131878300873,0.001740883000180282,0.006405263618442281,0.03380060107302116,0.08620965869872384,0.08797555509928487,311.2053640285525,20.868035833291007,-10.938819876994325,,,,,,,,,,,,,,,,,,,,,,
run_3136,0.026879129175035602,4.87783879115322,0.6866370684069368,3.7602187711225907,5.984065377114825,0.061978955913331725,155.25386706638412,0.456003951821552,0.2651505100611161,4.758517580229512,4.712132299136109,0.7984428029319578,92.42481543627045,0.651139414212884,2.0643459921794234e-05,2.5143332606806846e-05,7.57917677061715e-05,0.0002453028447466171,0.0004798117304838599,0.0015783000718894444,0.006719504258606786,0.03257518758084536,0.10195296551946996,0.09503377706512124,296.12868129675485,22.738965873955582,-8.30709680622506,,,,,,,,,,,,,,,,,,,,,,
run_3294,0.029556626750890897,8.24427809514671,0.5262150692472862,3.48352483716712,5.036547311476587,0.05561058495047945,156.60765766820634,0.5049136064983967,0.2534557268412337,6.728377379388964,4.83550188569175,1.1749448633123356,97.18843535278869,0.6261177653289868,1.94863163360798e-05,2.8032885466180262e-05,8.029078599204892e-05,0.00020901555145369917,0.0005122184423638634,0.0016713761809123422,0.007498376684578175,0.03493419645123569,0.13301199887463483,0.07015244250972864,355.82338455635977,20.747803164507367,-7.103763267857875,,,,,,,,,,,,,,,,,,,,,,
run_3423,0.030516799540622926,13.38397257356086,0.5833849045321001,3.104204053629204,5.178960212625135,0.06476871982740524,157.83031492732164,0.6528922306046357,0.2835681521376427,6.3963093950299195,4.379983694575675,1.2580180852731988,94.08780263518925,0.6601451873773498,1.8269141814578006e-05,3.0171535272210385e-05,8.352636846666193e-05,0.0002497913063201779,0.0005135806782302029,0.0016645798801384125,0.007543717287837462,0.0344424873762075,0.10131607100277916,0.06301555988850202,332.9733859677007,22.253163073498257,-7.187620165689214,,,,,,,,,,,,,,,,,,,,,,
run_3634,0.028766376647591758,6.983366539318892,0.5347226523612524,3.20769366244793,5.490189095406312,0.06784121542377156,156.37543819904957,0.5037272219114137,0.2632370866868754,7.463564049262466,4.5490886002396955,1.1053867683723801,93.65674119725553,0.6640113417125375,1.9346850200251636e-05,3.0207129954465538e-05,9.849042824195291e-05,0.0002390363967979057,0.0004996518840521524,0.0018503371959982776,0.007128705586693546,0.03283031217814731,0.10513112444206452,0.05706984782789088,320.93854895924574,22.553173199295536,-5.83440405237768,,,,,,,,,,,,,,,,,,,,,,
run_3762,0.025931762520405476,2.089873229581828,0.6541565143020757,3.712796730471519,6.239875434681931,0.06506630713238071,157.17665474429612,0.5304902137911265,0.2650957328532068,4.516783329886159,4.530579034397606,1.174930201991816,98.4561765842407,0.6170946819587566,1.5996808429877482e-05,3.395496471550212e-05,9.47770812583536e-05,0.00023739739871134232,0.000515374301307014,0.001945398136130831,0.0076139868504091855,0.03397388145953424,0.10453611662491707,0.062236859823354904,317.3517408338148,20.578653910582812,-6.580919484030282,,,,,,,,,,,,,,,,,,,,,,
run_1629,0.027306450057138866,2.6393627915220375,0.7796106743717728,3.501978342846652,5.2308351981720635,0.06463206453727072,147.9517852152161,0.32097180186190516,0.10286175722583674,9.999468204881206,8.221987874299353,1.8459881568527285,99.12552249861962,0.7147096941437926,1.0791594918158328e-05,1.8761182077544667e-05,7.832725064585877e-05,0.00019023669911720744,0.0005964302280042432,0.0022126603426985843,0.008128018215374502,0.035261808045546614,0.09814264406746276,0.09498807587778649,327.55502927554426,22.63588346511761,-14.528782289139132,,,,,,,,,,,,,,,,,,,,,,
run_1782,0.02577121881074777,2.348546397499567,0.8174974384716445,3.072569165450304,6.776616980199625,0.06688703717089575,149.13091406784145,0.3820384563212896,0.12041512348947941,10.416713053849778,8.472636630299895,1.7327129385820637,97.29541676375945,0.6356007153781679,5.661444316091196e-06,2.3217823593965167e-05,7.318286289785308e-05,0.00018890854452708266,0.0006523362006612647,0.0021574458746853632,0.008578155128901532,0.030472263725573854,0.10665860486172495,0.08311587558151619,330.2127393061377,22.879169471236793,-11.509722161038258,,,,,,,,,,,,,,,,,,,,,,
run_1929,0.027827964175559553,0.9869469438612476,0.8393209563739162,3.539072924273349,5.438364480867986,0.07439912500430051,153.01862814826143,0.44328137437354936,0.15269055272489357,10.576160421213144,8.45072969251352,1.1915534873199276,95.23549020551324,0.6495759214932232,5.343666569690155e-06,2.686450239971666e-05,8.131042081001465e-05,0.0001884578903882977,0.0006381465583727018,0.0021626611025691556,0.009001122830326908,0.028924944727921616,0.11158365761321024,0.09020919383021338,297.979439822786,18.47174019754368,-9.6565965685878,,,,,,,,,,,,,,,,,,,,,,
run_2113,0.028934307334452843,5.480387842320981,0.8708595238682549,3.3817268998967953,5.312984328342506,0.058430087976148966,156.95911391974062,0.4345048269647432,0.15562790753383324,7.643152156723391,8.284355744514984,0.9755653102392908,96.29420631321443,0.6693512769526722,5.092526769032041e-06,3.259843978351097e-05,9.208431358496024e-05,0.00020492420802148696,0.0006552802827721442,0.0019151593208481007,0.009031842686542552,0.02746064974180203,0.08253912651289874,0.08449282540512161,303.8261981598112,16.829484129307957,-10.081957137492271,,,,,,,,,,,,,,,,,,,,,,
run_2222,0.029188673477682878,5.214705121454717,0.9548759061045969,3.1217182380198927,5.4398262076226445,0.056879994572728396,155.08777696237354,0.5407917123305405,0.16475788030937358,7.593014052695738,9.085276294656323,0.6512328255803473,96.51692800933075,0.6755491630407737,5.225643175731979e-06,3.32411401467609e-05,9.310049495187807e-05,0.00021633935084283164,0.0006156893226031912,0.001974876451776945,0.009215532466358586,0.027488770229670872,0.07596164375036607,0.0837566352347367,312.8037594119684,17.921492669376555,-7.644649687237122,,,,,,,,,,,,,,,,,,,,,,
run_2395,0.029357871471611872,0.9505788322417141,0.849223668920987,3.215561451299798,5.2048354316977665,0.06425304047851721,157.22448470908884,0.6637750600634683,0.1973907574015956,7.37582768839623,6.765715451932306,0.7908380981447708,101.73772110475531,0.6658506175984659,7.853263960013468e-06,3.153208592097608e-05,0.00010025987868784398,0.0002308524039173783,0.0006117240854415452,0.0019046252893339275,0.008466218568115896,0.029024381301670104,0.058190167160943385,0.09555292548544066,307.5658349388126,16.52624135639282,-9.724258088730888,,,,,,,,,,,,,,,,,,,,,,
run_2591,0.03022066002079203,11.818881501773605,0.8123430025105027,3.166314186903347,5.504382731045582,0.0789727333514117,152.5079030026891,0.2915175170743336,0.18120611832590391,5.1569068116163805,4.807407042495489,0.9703219568874678,95.20013459156942,0.6542845230516997,5.8066070069507934e-06,3.1091694392911916e-05,8.764936922743575e-05,0.000243200781645961,0.0005740802708253302,0.0021400041774430273,0.007770272536517368,0.026719474149905928,0.06930765282750492,0.05862324090070878,280.2224395173892,21.944191619416763,-8.0071628515966,,,,,,,,,,,,,,,,,,,,,,
run_2728,0.028439009536673148,8.606692593120492,0.9507742856202767,3.1087713293084986,6.2550533318305,0.08072875939231962,150.95955922216356,0.4187597367044353,0.17831341646041757,5.325362106502402,5.069772964453463,1.0310016352300222,94.80574643942558,0.6066551282751388,6.5900913666191184e-06,3.4555846167788084e-05,7.258489232888718e-05,0.00022277753836699789,0.0005516479349036621,0.002160529030852838,0.007561615777393657,0.02701353037303719,0.06877543547065586,0.04615384840315187,276.4252755224962,20.984414258635063,-7.13953095140504,,,,,,,,,,,,,,,,,,,,,,
run_2869,0.028035908953166388,4.3030038212864605,0.976410114706548,3.0720121834986784,6.090264984099399,0.07693217116053111,149.76851287911518,0.43086760071169755,0.2012832512597334,4.191484436635995,7.540600824816373,1.009857599200779,90.5913036593724,0.657842815599288,7.0972162859329095e-06,3.37537406974878e-05,6.996794337289612e-05,0.00023144556510703155,0.0005666833483008411,0.0022377792287872882,0.00762704693522652,0.02617367505694814,0.07660755548374557,0.04682899945108045,312.39026121108844,22.469349135466242,-6.459253934048294,,,,,,,,,,,,,,,,,,,,,,
run_3079,0.02925643533615437,2.088448893711968,0.873483207002964,3.39363314629013,5.022228947698229,0.07834396372398693,150.50613014903692,0.5452788844188882,0.2536365943976556,6.506271462123998,10.042843285967255,0.8792756816334683,95.39176857231867,0.7014455753138619,6.737151793369746e-06,3.131533985634121e-05,8.484512162806677e-05,0.00020499135776713793,0.0005694333818071239,0.002131625229926186,0.007051774350964234,0.028416882812550198,0.06730486219530524,0.052560602315090174,354.5779876440216,21.491630097992022,-7.251856135915462,,,,,,,,,,,,,,,,,,,,,,
run_3253,0.028276391475081375,2.0375189999299117,0.891579016631825,3.3750623967153572,5.593875282777046,0.06920992895066352,150.99733372176235,0.5381573702832385,0.21789989477150007,6.056895210512455,8.706899282231094,0.8913349920548657,96.67139229438713,0.6551895726243337,8.794759393236066e-06,2.9970360239500898e-05,8.251057507330933e-05,0.0001754290053160209,0.000586819295258983,0.0022412181912760823,0.006103326724173005,0.02599881945282476,0.07643667218822515,0.033872873401262237,325.5460930369315,20.109542713358447,-6.412212133766522,,,,,,,,,,,,,,,,,,,,,,
run_3402,0.028629829068093495,5.184733395936007,0.7886634074518282,3.2568994339944006,5.819018409878896,0.08411028793716659,151.74827359045506,0.4830667305090592,0.17380513171415907,5.368587222042996,9.06454379927481,0.8055332859218335,90.79211473103494,0.6318011449173434,1.6451782081753487e-05,3.2479462751974684e-05,7.280484058954304e-05,0.0001864877313387063,0.0005715853694034917,0.0021932146803366644,0.0070696233280662145,0.033322940556782275,0.08302430745648577,0.0328239497046686,252.80545455423035,22.64410475139162,-7.270906734548681,,,,,,,,,,,,,,,,,,,,,,
